ParameterName,GroupId,GroupName,DataType,Visible,Discipline,CategorySet,RevitCategories,BindingScope,BindingType,ParameterGroup,Priority,Description,ApplicationNote,AlternativeNote
TR_PozNo,7,TR-ÇŞB POZ NO VE METRAJ,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Orta,ÇŞB/YİGM poz numarası,"Poz, miktar ve birim fiyat imalat / eleman instance'larında tutulmalıdır.",
TR_PozAdi,7,TR-ÇŞB POZ NO VE METRAJ,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Orta,Poz adı (birim fiyat kitabına göre),"Poz, miktar ve birim fiyat imalat / eleman instance'larında tutulmalıdır.",
TR_PozBirim,7,TR-ÇŞB POZ NO VE METRAJ,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Orta,"Birim (m, m2, m3, adet, ton vb)","Poz, miktar ve birim fiyat imalat / eleman instance'larında tutulmalıdır.",
TR_PozMiktar,7,TR-ÇŞB POZ NO VE METRAJ,NUMBER,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Orta,Miktar (hesaplanan),"Poz, miktar ve birim fiyat imalat / eleman instance'larında tutulmalıdır.",
TR_PozBirimFiyat,7,TR-ÇŞB POZ NO VE METRAJ,CURRENCY,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Orta,Birim fiyat (TL),"Poz, miktar ve birim fiyat imalat / eleman instance'larında tutulmalıdır.",
TR_PozToplamTutar,7,TR-ÇŞB POZ NO VE METRAJ,CURRENCY,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Orta,Toplam tutar (TL),"Poz, miktar ve birim fiyat imalat / eleman instance'larında tutulmalıdır.",
TR_PozMahalNo,7,TR-ÇŞB POZ NO VE METRAJ,TEXT,Evet,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces",Project Parameter - Category Set,Instance,Identity Data,Orta,Mahal / bölge numarası,Pozların mahal bazında raporlanması için mahallere bağlanmalıdır.,
TR_PozImalatTuru,7,TR-ÇŞB POZ NO VE METRAJ,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Orta,İmalat türü (Kaba/İnce/Tesisat/Elektrik),"Poz, miktar ve birim fiyat imalat / eleman instance'larında tutulmalıdır.",
TR_PozDahilMi,7,TR-ÇŞB POZ NO VE METRAJ,YESNO,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Orta,Metraj programına dahil mi?,"Poz, miktar ve birim fiyat imalat / eleman instance'larında tutulmalıdır.",
TR_PozNot,7,TR-ÇŞB POZ NO VE METRAJ,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Orta,Poz açıklama notu,"Poz, miktar ve birim fiyat imalat / eleman instance'larında tutulmalıdır.",
TR_YapDenetFirmasi,8,TR-YAPI DENETİM,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Yapı denetim kuruluşu adı,"Ruhsat, imar ve proje üst verileri proje genelinde tekil tutulmalıdır.",
TR_YapDenetFirmaYetNo,8,TR-YAPI DENETİM,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Yapı denetim yetki belgesi no,"Ruhsat, imar ve proje üst verileri proje genelinde tekil tutulmalıdır.",
TR_RuhsatNo,8,TR-YAPI DENETİM,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Yapı ruhsatı numarası,"Ruhsat, imar ve proje üst verileri proje genelinde tekil tutulmalıdır.",
TR_RuhsatTarihi,8,TR-YAPI DENETİM,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Yapı ruhsatı tarihi,"Ruhsat, imar ve proje üst verileri proje genelinde tekil tutulmalıdır.",
TR_MuteahhitUnvani,8,TR-YAPI DENETİM,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Müteahhit firma ünvanı,"Ruhsat, imar ve proje üst verileri proje genelinde tekil tutulmalıdır.",
TR_MuteahhitYKN,8,TR-YAPI DENETİM,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Müteahhit YKN (Yapı Kimlik No),"Ruhsat, imar ve proje üst verileri proje genelinde tekil tutulmalıdır.",
TR_IsverenVergiNo,8,TR-YAPI DENETİM,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,İşveren vergi / TC kimlik no,"Ruhsat, imar ve proje üst verileri proje genelinde tekil tutulmalıdır.",
TR_YapiSeviyesi,8,TR-YAPI DENETİM,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Yapı seviyesi: Temel/Kaba/İnce/Teslim,"Ruhsat, imar ve proje üst verileri proje genelinde tekil tutulmalıdır.",
TR_IlIlce,9,TR-İMAR BİLGİLERİ,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,İl / İlçe adı,"Ruhsat, imar ve proje üst verileri proje genelinde tekil tutulmalıdır.",
TR_AdaNo,9,TR-İMAR BİLGİLERİ,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Ada numarası,"Ruhsat, imar ve proje üst verileri proje genelinde tekil tutulmalıdır.",
TR_ParselNo,9,TR-İMAR BİLGİLERİ,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Parsel numarası,"Ruhsat, imar ve proje üst verileri proje genelinde tekil tutulmalıdır.",
TR_TAKS,9,TR-İMAR BİLGİLERİ,NUMBER,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Taban alanı kat sayısı TAKS,"Ruhsat, imar ve proje üst verileri proje genelinde tekil tutulmalıdır.",
TR_KAKS,9,TR-İMAR BİLGİLERİ,NUMBER,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Kat alanı kat sayısı KAKS (EMSAL),"Ruhsat, imar ve proje üst verileri proje genelinde tekil tutulmalıdır.",
TR_MaxYukseklik,9,TR-İMAR BİLGİLERİ,LENGTH,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,İmar maks. bina yüksekliği (m),"Ruhsat, imar ve proje üst verileri proje genelinde tekil tutulmalıdır.",
TR_OnCekmeMesafesi,9,TR-İMAR BİLGİLERİ,LENGTH,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Ön cephe çekme mesafesi (m),"Ruhsat, imar ve proje üst verileri proje genelinde tekil tutulmalıdır.",
TR_YanCekmeMesafesi,9,TR-İMAR BİLGİLERİ,LENGTH,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Yan cephe çekme mesafesi (m),"Ruhsat, imar ve proje üst verileri proje genelinde tekil tutulmalıdır.",
TR_ArkaKcekmeMesafesi,9,TR-İMAR BİLGİLERİ,LENGTH,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Arka cephe çekme mesafesi (m),"Ruhsat, imar ve proje üst verileri proje genelinde tekil tutulmalıdır.",
TR_ImarDurumu,9,TR-İMAR BİLGİLERİ,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,İmar durumu belgesi no,"Ruhsat, imar ve proje üst verileri proje genelinde tekil tutulmalıdır.",
TR_LODSeviyesi,10,TR-BIM YÖNETİM,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,LOD seviyesi (100/200/300/350/400/500),Model sürüm ve koordinasyon üst verileri proje seviyesinde tutulmalıdır.,
TR_LOISeviyesi,10,TR-BIM YÖNETİM,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,LOI seviyesi (bilgi detay seviyesi),Model sürüm ve koordinasyon üst verileri proje seviyesinde tutulmalıdır.,
TR_Disiplin,10,TR-BIM YÖNETİM,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Disiplin kodu (MIM/INS/MEK/ELK/YAN),Model sürüm ve koordinasyon üst verileri proje seviyesinde tutulmalıdır.,
TR_IFCSurumu,10,TR-BIM YÖNETİM,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,IFC sürümü (IFC2x3/IFC4/IFC4.3),Model sürüm ve koordinasyon üst verileri proje seviyesinde tutulmalıdır.,
TR_KoordinatSistemi,10,TR-BIM YÖNETİM,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Koordinat sistemi (ITRF96 Türkiye),Model sürüm ve koordinasyon üst verileri proje seviyesinde tutulmalıdır.,
TR_ModelDurumu,10,TR-BIM YÖNETİM,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Model durum kodu S0/S1/S2/S3/S4,Model sürüm ve koordinasyon üst verileri proje seviyesinde tutulmalıdır.,
TR_OlusturmaTarihi,10,TR-BIM YÖNETİM,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Model oluşturma tarihi (YYYY-AA-GG),Model sürüm ve koordinasyon üst verileri proje seviyesinde tutulmalıdır.,
TR_SonGuncellemeTarihi,10,TR-BIM YÖNETİM,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Son güncelleme tarihi,Model sürüm ve koordinasyon üst verileri proje seviyesinde tutulmalıdır.,
TR_ModelSorumlusu,10,TR-BIM YÖNETİM,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,BIM model sorumlusu adı,Model sürüm ve koordinasyon üst verileri proje seviyesinde tutulmalıdır.,
TR_FazBilgisi,10,TR-BIM YÖNETİM,TEXT,Evet,Ortak / BIM,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Proje fazı (Var/Yıkılacak/Yeni İnşaat),Model sürüm ve koordinasyon üst verileri proje seviyesinde tutulmalıdır.,
bSTR_Grup,10,TR-BIM YÖNETİM,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Orta,bSTR grup kodu (Bakanlık CADD standardı),bSTR kodları aile / tip sınıflandırması için tip bazında tutulmalıdır.,
bSTR_LOD,10,TR-BIM YÖNETİM,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Orta,bSTR LOD seviyesi,bSTR kodları aile / tip sınıflandırması için tip bazında tutulmalıdır.,
bSTR_Disiplin,10,TR-BIM YÖNETİM,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Orta,bSTR disiplin kodu,bSTR kodları aile / tip sınıflandırması için tip bazında tutulmalıdır.,
bSTR_Kod,10,TR-BIM YÖNETİM,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Orta,"bSTR eleman kodu (örn: S-BET-09, M-DUV-01)",bSTR kodları aile / tip sınıflandırması için tip bazında tutulmalıdır.,
bSTR_Eleman,10,TR-BIM YÖNETİM,TEXT,Evet,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Type,Identity Data,Orta,bSTR eleman adı,bSTR kodları aile / tip sınıflandırması için tip bazında tutulmalıdır.,
