ParametreAdı,SemanticAnahtar,StandartParametre_EN,VeriTipi,GrupID,GrupAdı,Disiplin,KategoriKümesi,ÖnerilenRevitKategorileri,BağlamaKapsamı,BağlamaTürü,RevitArayüzGrubu,Öncelik,ZorunluMu,DegerKaynakKurali,AnaKullanim,Açıklama,UygulamaNotu,Description_TR,Description_EN,CeviriKaynagi,GozdenGecirmeDurumu
TR_EngRampaVarMi,eng_rampa_var_mi,EN_AccessibleHasRamp,YESNO,5,TR-ERİŞİLEBİLİRLİK (TS 9111),Mimari,Architecture - Accessibility,"Ramps, Floors, Generic Models",Project Parameter - Category Set,Instance,Identity Data,Orta,Hayır,manual,Architecture - Accessibility,Engelli rampası var mı? (TS 9111),Rampa eğimi ve var/yok durumu erişim öğelerinde instance bazında izlenmelidir.,Engelli rampası var mı? (TS 9111),Is there an accessible ramp? (TS 9111),shared_param_definition_manual_en,guncellendi
TR_EngRampaEgimi,eng_rampa_egimi,EN_AccessibleRampSlope,NUMBER,5,TR-ERİŞİLEBİLİRLİK (TS 9111),Mimari,Architecture - Accessibility,"Ramps, Floors, Generic Models",Project Parameter - Category Set,Instance,Dimensions,Orta,Hayır,manual,Architecture - Accessibility,Rampa eğimi maks. (%) TS 9111,Rampa eğimi ve var/yok durumu erişim öğelerinde instance bazında izlenmelidir.,Rampa eğimi maks. (%) TS 9111,Maximum ramp slope (%) TS 9111,shared_param_definition_manual_en,guncellendi
TR_EngAsansorVarMi,eng_asansor_var_mi,EN_AccessibleHasLift,YESNO,5,TR-ERİŞİLEBİLİRLİK (TS 9111),Mimari,Architecture - Accessibility,"Mechanical Equipment, Specialty Equipment, Generic Models",Project Parameter - Category Set,Instance,Identity Data,Orta,Hayır,manual,Architecture - Accessibility,Engelli asansörü var mı?,Asansör erişilebilirlik denetimi cihaz / şaft çözümüne göre instance bazında tutulur.,Engelli asansörü var mı?,Is there an accessible elevator?,shared_param_definition_manual_en,guncellendi
TR_EngWCVarMi,eng_wcvar_mi,EN_AccessibleHasWC,YESNO,5,TR-ERİŞİLEBİLİRLİK (TS 9111),Mimari,Rooms & Spaces,"Plumbing Fixtures, Rooms, MEP Spaces",Project Parameter - Category Set,Instance,Identity Data,Orta,Hayır,manual,Rooms & Spaces,Engelli WC var mı?,Erişilebilir WC kontrolü mahal ve armatür seviyesinde izlenmelidir.,Engelli WC var mı?,Is there an accessible WC?,shared_param_definition_manual_en,guncellendi
TR_EngOtoparkVarMi,eng_otopark_var_mi,EN_AccessibleHasParking,YESNO,5,TR-ERİŞİLEBİLİRLİK (TS 9111),Mimari,Architecture - Accessibility,"Parking, Generic Models",Project Parameter - Category Set,Instance,Identity Data,Orta,Hayır,manual,Architecture - Accessibility,Engelli otoparkı var mı?,Erişilebilir otopark bilgisi park yeri veya alan bazında tutulabilir.,Engelli otoparkı var mı?,Is there an accessible parking space?,shared_param_definition,guncellendi
TR_EngKapiGenislik,eng_kapi_genislik,EN_AccessibleDoorWidth,LENGTH,5,TR-ERİŞİLEBİLİRLİK (TS 9111),Mimari,Architecture - Doors,Doors,Project Parameter - Category Set,Type,Dimensions,Orta,Hayır,manual,Architecture - Doors,Engelli kapı genişliği min. 90 cm,Erişilebilir kapı net geçiş bilgileri kapı tiplerine bağlanmalıdır.,Engelli kapı genişliği min. 90 cm,Accessible door clear width min. 90 cm,shared_param_definition,guncellendi
TR_EngHissedilebilirYuzey,eng_hissedilebilir_yuzey,EN_AccessibleTactileSurface,YESNO,5,TR-ERİŞİLEBİLİRLİK (TS 9111),Mimari,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Hayır,manual,Project Information,Hissedilebilir yüzey var mı?,Sertifika / genel erişilebilirlik durumu proje seviyesinde özetlenmelidir.,Hissedilebilir yüzey var mı?,Is there a tactile paving surface?,shared_param_definition,guncellendi
TR_EngBrailleTabela,eng_braille_tabela,EN_AccessibleBrailleSignage,YESNO,5,TR-ERİŞİLEBİLİRLİK (TS 9111),Mimari,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Hayır,manual,Project Information,Braille/sesli tabelalar var mı?,Sertifika / genel erişilebilirlik durumu proje seviyesinde özetlenmelidir.,Braille/sesli tabelalar var mı?,Are there Braille / audio signage?,shared_param_definition,guncellendi
TR_EngSertifikaDurumu,eng_sertifika_durumu,EN_AccessibleCertificateStatus,TEXT,5,TR-ERİŞİLEBİLİRLİK (TS 9111),Mimari,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Hayır,manual,Project Information,TS 9111 uygunluk belgesi durumu,Sertifika / genel erişilebilirlik durumu proje seviyesinde özetlenmelidir.,TS 9111 uygunluk belgesi durumu,TS 9111 compliance certificate status,shared_param_definition,guncellendi
TR_EngGecisGenislikKoridor,eng_gecis_genislik_koridor,EN_AccessibleClearWidthCorridor,LENGTH,5,TR-ERİŞİLEBİLİRLİK (TS 9111),Mimari,Project Information,Project Information,Project Parameter - Project Information,Instance,Dimensions,Orta,Hayır,manual,Project Information,Koridor serbest geçiş genişliği (m),Sertifika / genel erişilebilirlik durumu proje seviyesinde özetlenmelidir.,Koridor serbest geçiş genişliği (m),Corridor clear passage width (m),shared_param_definition,guncellendi
TR_EnerjiSinifi,enerji_sinifi,EN_EnergyClass,TEXT,6,TR-ENERJİ VERİMLİLİĞİ (BEP-TR),Mimari,Project Information,Project Information,Project Parameter - Project Information,Instance,Energy Analysis,Orta,Hayır,manual,Project Information,Bina enerji sınıfı A+/A/B/C/D/E/F/G (BEP-TR),Enerji sınıfı ve iklim bölgesi proje üst verisidir.,Bina enerji sınıfı A+/A/B/C/D/E/F/G (BEP-TR),Building energy class A+/A/B/C/D/E/F/G (BEP-TR),shared_param_definition,guncellendi
TR_IklimBolgesi,iklim_bolgesi,EN_ClimateZone,TEXT,6,TR-ENERJİ VERİMLİLİĞİ (BEP-TR),Mimari,Project Information,Project Information,Project Parameter - Project Information,Instance,Energy Analysis,Orta,Hayır,manual,Project Information,İklim bölgesi 1-4 (TS 825),Enerji sınıfı ve iklim bölgesi proje üst verisidir.,İklim bölgesi 1-4 (TS 825),Climate zone 1-4 (TS 825),shared_param_definition,guncellendi
TR_DuvarUDegeri,duvar_udegeri,EN_WallUValue,NUMBER,6,TR-ENERJİ VERİMLİLİĞİ (BEP-TR),Mimari,Architecture - Walls,Walls,Project Parameter - Category Set,Type,Dimensions,Yüksek,Hayır,manual,Architecture - Walls,Dış duvar U değeri (W/m2K),Duvar tip özellikleri tip bazında bağlanmalıdır.,Dış duvar U değeri (W/m2K),U value (W/m2K),shared_param_definition,guncellendi
TR_CercevePencereUw,cerceve_pencere_uw,EN_FrameWindowUw,NUMBER,6,TR-ENERJİ VERİMLİLİĞİ (BEP-TR),Mimari,Architecture - Windows,"Windows, Curtain Panels",Project Parameter - Category Set,Type,Energy Analysis,Orta,Hayır,manual,Architecture - Windows,Pencere Uw değeri (W/m2K),U değeri ve cam sistemi pencere tiplerinde tutulmalıdır.,Pencere Uw değeri (W/m2K),Window Uw value (W/m2K),shared_param_definition,guncellendi
TR_CatiUDegeri,cati_udegeri,EN_RoofUValue,NUMBER,6,TR-ENERJİ VERİMLİLİĞİ (BEP-TR),Mimari,Architecture - Roofs,Roofs,Project Parameter - Category Set,Type,Dimensions,Yüksek,Hayır,manual,Architecture - Roofs,Çatı/teras U değeri (W/m2K),Çatı tip özellikleri tip bazında bağlanmalıdır.,Çatı/teras U değeri (W/m2K),U value (W/m2K),shared_param_definition,guncellendi
TR_ZeminKatUDegeri,zemin_kat_udegeri,EN_GroundFloorUValue,NUMBER,6,TR-ENERJİ VERİMLİLİĞİ (BEP-TR),Mimari,Architecture - Floors,Floors,Project Parameter - Category Set,Type,Dimensions,Orta,Hayır,manual,Architecture - Floors,Zemin kat döşemesi U değeri (W/m2K),Zemin kat ısıl performansı döşeme tipinde tutulmalıdır.,Zemin kat döşemesi U değeri (W/m2K),Ground floor slab U-value (W/m2K),shared_param_definition_manual_en,guncellendi
TR_IsitmaSistemi,isitma_sistemi,EN_HeatingSystem,TEXT,6,TR-ENERJİ VERİMLİLİĞİ (BEP-TR),Mimari,MEP - HVAC,"Mechanical Equipment, Ducts, Pipes, Air Terminals",Project Parameter - Category Set,Type,Energy Analysis,Orta,Hayır,manual,MEP - HVAC,Isıtma sistemi tipi,Sistem tipi ve enerji performans verileri MEP sistem tiplerinde tutulmalıdır.,Isıtma sistemi tipi,Heating system type,shared_param_definition_manual_en,guncellendi
TR_SogutmaSistemi,sogutma_sistemi,EN_CoolingSystem,TEXT,6,TR-ENERJİ VERİMLİLİĞİ (BEP-TR),Mimari,MEP - HVAC,"Mechanical Equipment, Ducts, Pipes, Air Terminals",Project Parameter - Category Set,Type,Energy Analysis,Orta,Hayır,manual,MEP - HVAC,Soğutma sistemi tipi,Sistem tipi ve enerji performans verileri MEP sistem tiplerinde tutulmalıdır.,Soğutma sistemi tipi,Cooling system type,shared_param_definition_manual_en,guncellendi
TR_HavalandirmaSistemi,havalandirma_sistemi,EN_VentilationSystem,TEXT,6,TR-ENERJİ VERİMLİLİĞİ (BEP-TR),Mimari,MEP - HVAC,"Mechanical Equipment, Ducts, Pipes, Air Terminals",Project Parameter - Category Set,Type,Energy Analysis,Orta,Hayır,manual,MEP - HVAC,Havalandırma sistemi tipi,Sistem tipi ve enerji performans verileri MEP sistem tiplerinde tutulmalıdır.,Havalandırma sistemi tipi,Ventilation system type,shared_param_definition_manual_en,guncellendi
TR_YenilenebilirEnerji,yenilenebilir_enerji,EN_RenewableEnergy,TEXT,6,TR-ENERJİ VERİMLİLİĞİ (BEP-TR),Mimari,Project Information,Project Information,Project Parameter - Project Information,Instance,Energy Analysis,Orta,Hayır,manual,Project Information,Yenilenebilir enerji sistemi (GES/RES vb),Enerji sınıfı ve iklim bölgesi proje üst verisidir.,Yenilenebilir enerji sistemi (GES/RES vb),Renewable energy system (solar PV / wind etc.),shared_param_definition,guncellendi
TR_PrimaryEnerjiTuketim,primary_enerji_tuketim,EN_PrimaryEnergyConsumption,NUMBER,6,TR-ENERJİ VERİMLİLİĞİ (BEP-TR),Mimari,Project Information,Project Information,Project Parameter - Project Information,Instance,Energy Analysis,Orta,Hayır,manual,Project Information,Birincil enerji tüketimi (kWh/m2.yıl),Enerji sınıfı ve iklim bölgesi proje üst verisidir.,Birincil enerji tüketimi (kWh/m2.yıl),Primary energy consumption (kWh/m2.year),shared_param_definition,guncellendi
TR_CO2Emisyon,co2_emisyon,EN_CO2Emission,NUMBER,6,TR-ENERJİ VERİMLİLİĞİ (BEP-TR),Mimari,Project Information,Project Information,Project Parameter - Project Information,Instance,Energy Analysis,Orta,Hayır,manual,Project Information,CO2 emisyon değeri (kg/m2.yıl),Enerji sınıfı ve iklim bölgesi proje üst verisidir.,CO2 emisyon değeri (kg/m2.yıl),CO2 emission value (kg/m2.year),shared_param_definition,guncellendi
TR_BepTrRaporNo,bep_tr_rapor_no,EN_BEPTRReportNumber,TEXT,6,TR-ENERJİ VERİMLİLİĞİ (BEP-TR),Mimari,Project Information,Project Information,Project Parameter - Project Information,Instance,Energy Analysis,Orta,Hayır,manual,Project Information,BEP-TR hesap raporu referans no,Enerji sınıfı ve iklim bölgesi proje üst verisidir.,BEP-TR hesap raporu referans no,BEP-TR calculation report reference number,shared_param_definition,guncellendi
TR_PozNo,poz_no,EN_ItemNumber,TEXT,7,TR-ÇŞB POZ NO VE METRAJ,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Orta,Evet,manual | fallback:param:Type Mark,All Model Categories,ÇŞB/YİGM poz numarası,"Poz, miktar ve birim fiyat imalat / eleman instance'larında tutulmalıdır.",ÇŞB/YİGM poz numarası,MoEUA / YIGM unit price item number,shared_param_definition,guncellendi
TR_PozAdi,poz_adi,EN_ItemName,TEXT,7,TR-ÇŞB POZ NO VE METRAJ,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Orta,Evet,lookup:poz_lookup.json by TR_PozNo,All Model Categories,Poz adı (birim fiyat kitabına göre),"Poz, miktar ve birim fiyat imalat / eleman instance'larında tutulmalıdır.",Poz adı (birim fiyat kitabına göre),Unit price item name (per price schedule),shared_param_definition,guncellendi
TR_PozBirim,poz_birim,EN_ItemUnit,TEXT,7,TR-ÇŞB POZ NO VE METRAJ,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Orta,Evet,lookup:poz_lookup.json by TR_PozNo,All Model Categories,"Birim (m, m2, m3, adet, ton vb)","Poz, miktar ve birim fiyat imalat / eleman instance'larında tutulmalıdır.","Birim (m, m2, m3, adet, ton vb)","Unit (m, m2, m3, pcs, ton etc.)",shared_param_definition,guncellendi
TR_PozMiktar,poz_miktar,EN_ItemQuantity,NUMBER,7,TR-ÇŞB POZ NO VE METRAJ,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Orta,Evet,manual_or_schedule,All Model Categories,Miktar (hesaplanan),"Poz, miktar ve birim fiyat imalat / eleman instance'larında tutulmalıdır.",Miktar (hesaplanan),Quantity (calculated),shared_param_definition,guncellendi
TR_PozBirimFiyat,poz_birim_fiyat,EN_ItemUnitPrice,CURRENCY,7,TR-ÇŞB POZ NO VE METRAJ,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Orta,Hayır,manual,All Model Categories,Birim fiyat (TL),"Poz, miktar ve birim fiyat imalat / eleman instance'larında tutulmalıdır.",Birim fiyat (TL),Unit price (TRY),shared_param_definition,guncellendi
TR_PozToplamTutar,poz_toplam_tutar,EN_ItemTotalAmount,CURRENCY,7,TR-ÇŞB POZ NO VE METRAJ,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Orta,Hayır,manual,All Model Categories,Toplam tutar (TL),"Poz, miktar ve birim fiyat imalat / eleman instance'larında tutulmalıdır.",Toplam tutar (TL),Total amount (TRY),shared_param_definition,guncellendi
TR_PozMahalNo,poz_mahal_no,EN_ItemRoomNumber,TEXT,7,TR-ÇŞB POZ NO VE METRAJ,Ortak / BIM,Rooms & Spaces,"Rooms, MEP Spaces",Project Parameter - Category Set,Instance,Identity Data,Orta,Hayır,manual,Rooms & Spaces,Mahal / bölge numarası,Pozların mahal bazında raporlanması için mahallere bağlanmalıdır.,Mahal / bölge numarası,Room / zone number,shared_param_definition,guncellendi
TR_PozImalatTuru,poz_imalat_turu,EN_ItemWorkType,TEXT,7,TR-ÇŞB POZ NO VE METRAJ,Ortak / BIM,All Model Categories,"Walls, Doors, Windows, Floors, Roofs, Ceilings, Curtain Panels, Curtain Wall Mullions, Stairs, Railings, Generic Models, Structural Columns, Structural Framing, Structural Foundations, Rebar, Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals, Pipes, Pipe Fittings, Pipe Accessories, Plumbing Fixtures, Sprinklers, Fire Alarm Devices, Electrical Equipment, Electrical Fixtures, Lighting Fixtures, Lighting Devices, Cable Trays, Cable Tray Fittings, Conduits, Conduit Fittings, Data Devices, Communication Devices, Security Devices",Project Parameter - Multi-Category,Instance,Identity Data,Orta,Hayır,manual,All Model Categories,İmalat türü (Kaba/İnce/Tesisat/Elektrik),"Poz, miktar ve birim fiyat imalat / eleman instance'larında tutulmalıdır.",İmalat türü (Kaba/İnce/Tesisat/Elektrik),Work type (Structural / Finishing / Mechanical / Electrical),shared_param_definition,guncellendi
